gene,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Nme1,Q5NC80,Q5NC80_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6) (Fragment),Nme1,Mus musculus (Mouse),127
Nme1,Q5NC81,Q5NC81_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),Nme1,Mus musculus (Mouse),152
Nme2,B0LAA8,B0LAA8_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6) (Fragment),Nme2,Mus musculus (Mouse),144
Nme2,Q01768,NDKB_MOUSE,reviewed,Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (Histidine protein kinase NDKB) (EC 2.7.13.3) (P18) (nm23-M2),Nme2,Mus musculus (Mouse),152
Nme2,Q5NC82,Q5NC82_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),Nme2,Mus musculus (Mouse),152
Nme4,A0A494B9P5,A0A494B9P5_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6) (Fragment),Nme4,Mus musculus (Mouse),166
Nme4,A0A494BA70,A0A494BA70_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6) (Fragment),Nme4,Mus musculus (Mouse),183
Nme4,A0A494BA94,A0A494BA94_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),Nme4,Mus musculus (Mouse),203
Nme4,A0A494BBQ2,A0A494BBQ2_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),Nme4,Mus musculus (Mouse),169
Nme4,Q9CS68,Q9CS68_MOUSE,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6) (Fragment),Nme4,Mus musculus (Mouse),197
Nme4,Q9D0C5,Q9D0C5_MOUSE,unreviewed,NDK domain-containing protein,Nme4,Mus musculus (Mouse),158
Nme4,Q9WV84,NDKM_MOUSE,reviewed,"Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-M4)",Nme4,Mus musculus (Mouse),186
Npr1,F6W125,F6W125_MOUSE,unreviewed,Atrial natriuretic peptide receptor 1 (Fragment),Npr1,Mus musculus (Mouse),51
Npr1,P18293,ANPRA_MOUSE,reviewed,Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A),Npr1 Npra,Mus musculus (Mouse),1057
Npr1,Q2TAY4,Q2TAY4_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2),Npr1,Mus musculus (Mouse),1057
Npr1,Q3UY30,Q3UY30_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2) (Fragment),Npr1,Mus musculus (Mouse),492
Npr2,B1AWI7,B1AWI7_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2),Npr2,Mus musculus (Mouse),1033
Npr2,F6YN80,F6YN80_MOUSE,unreviewed,Atrial natriuretic peptide receptor 2 (Fragment),Npr2,Mus musculus (Mouse),176
Npr2,F6YT88,F6YT88_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2) (Fragment),Npr2,Mus musculus (Mouse),613
Npr2,O55009,O55009_MOUSE,unreviewed,Natriuretic peptide receptor B type (Fragment),Npr2,Mus musculus (Mouse),70
Npr2,Q3TZ08,Q3TZ08_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2) (Fragment),Npr2,Mus musculus (Mouse),647
Npr2,Q6VVW5,ANPRB_MOUSE,reviewed,Atrial natriuretic peptide receptor 2 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type B) (ANP-B) (ANPR-B) (NPR-B) (Guanylate cyclase B) (GC-B),Npr2,Mus musculus (Mouse),1047
Npr2,Q8R1P8,Q8R1P8_MOUSE,unreviewed,Guanylate cyclase (EC 4.6.1.2) (Fragment),Npr2,Mus musculus (Mouse),344
Npr2,Q99P52,Q99P52_MOUSE,unreviewed,Natriuretic peptide receptor B type (Fragment),Npr2,Mus musculus (Mouse),171
Nrbp1,A0A0J9YTX8,A0A0J9YTX8_MOUSE,unreviewed,Nuclear receptor-binding protein (Fragment),Nrbp1,Mus musculus (Mouse),88
Nrbp1,A0A0J9YUQ4,A0A0J9YUQ4_MOUSE,unreviewed,Nuclear receptor-binding protein (Fragment),Nrbp1,Mus musculus (Mouse),188
Nrbp1,A0A0J9YUZ6,A0A0J9YUZ6_MOUSE,unreviewed,Nuclear receptor-binding protein (Fragment),Nrbp1,Mus musculus (Mouse),62
Nrbp1,D3YUV1,D3YUV1_MOUSE,unreviewed,Nuclear receptor-binding protein,Nrbp1,Mus musculus (Mouse),543
Nrbp1,Q3TCW5,Q3TCW5_MOUSE,unreviewed,Protein kinase domain-containing protein,Nrbp1 Nrbp,Mus musculus (Mouse),535
Nrbp1,Q99J45,NRBP_MOUSE,reviewed,Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule),Nrbp1 Madm Nrbp,Mus musculus (Mouse),535
Nrbp2,A0A0R4J002,A0A0R4J002_MOUSE,unreviewed,Nuclear receptor-binding protein 2,Nrbp2,Mus musculus (Mouse),258
Nrbp2,A0A2I3BQC5,A0A2I3BQC5_MOUSE,unreviewed,Nuclear receptor-binding protein 2,Nrbp2,Mus musculus (Mouse),178
Nrbp2,A0A2I3BRJ6,A0A2I3BRJ6_MOUSE,unreviewed,Nuclear receptor-binding protein 2,Nrbp2,Mus musculus (Mouse),137
Nrbp2,A0A2I3BRU8,A0A2I3BRU8_MOUSE,unreviewed,Nuclear receptor-binding protein 2 (Fragment),Nrbp2,Mus musculus (Mouse),14
Nrbp2,Q91V36,NRBP2_MOUSE,reviewed,Nuclear receptor-binding protein 2,Nrbp2,Mus musculus (Mouse),499
Nrk,B1B0C9,B1B0C9_MOUSE,unreviewed,Nik-related protein kinase,Nrk,Mus musculus (Mouse),1455
Nrk,D6RFR0,D6RFR0_MOUSE,unreviewed,Nik-related protein kinase,Nrk,Mus musculus (Mouse),1326
Nrk,Q9CQH4,Q9CQH4_MOUSE,unreviewed,Uncharacterized protein (Fragment),Nrk,Mus musculus (Mouse),51
Nrk,Q9R0G8,NRK_MOUSE,reviewed,Nik-related protein kinase (EC 2.7.11.1) (Nck-interacting kinase-like embryo specific kinase) (NESK) (NIK-like embryo-specific kinase),Nrk Nesk,Mus musculus (Mouse),1455
Ntrk1,Q3UFB7,NTRK1_MOUSE,reviewed,High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1),Ntrk1,Mus musculus (Mouse),799
Ntrk2,A0A286YCB7,A0A286YCB7_MOUSE,unreviewed,BDNF/NT-3 growth factors receptor (Fragment),Ntrk2,Mus musculus (Mouse),51
Ntrk2,A0A286YCV8,A0A286YCV8_MOUSE,unreviewed,BDNF/NT-3 growth factors receptor,Ntrk2,Mus musculus (Mouse),489
Ntrk2,A0A286YDA0,A0A286YDA0_MOUSE,unreviewed,BDNF/NT-3 growth factors receptor,Ntrk2,Mus musculus (Mouse),466
Ntrk2,A0A286YDA3,A0A286YDA3_MOUSE,unreviewed,BDNF/NT-3 growth factors receptor,Ntrk2,Mus musculus (Mouse),492
Ntrk2,B5BQV3,B5BQV3_MOUSE,unreviewed,"Neurotrophic tyrosine kinase receptor, type2, splicing variant T3 alpha",Ntrk2 ntrk2,Mus musculus (Mouse),478
Ntrk2,B5BQV4,B5BQV4_MOUSE,unreviewed,"Neurotrophic tyrosine kinase receptor, type2, splicing variant T3 beta",Ntrk2 ntrk2,Mus musculus (Mouse),455
Ntrk2,P15209,NTRK2_MOUSE,reviewed,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB/GP95-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase),Ntrk2 Trkb,Mus musculus (Mouse),821
Ntrk2,Q3UHE3,Q3UHE3_MOUSE,unreviewed,Ig-like domain-containing protein,Ntrk2,Mus musculus (Mouse),476
Ntrk2,S5N1F5,S5N1F5_MOUSE,unreviewed,Neurotrophic tyrosine receptor kinase type 2 (Fragment),Ntrk2,Mus musculus (Mouse),71
Ntrk2,W8R8Q6,W8R8Q6_MOUSE,unreviewed,Neurotrophic tyrosine receptor kinase type 2 (Fragment),Ntrk2,Mus musculus (Mouse),67
Ntrk3,A0A0A6YWF9,A0A0A6YWF9_MOUSE,unreviewed,Tyrosine-protein kinase receptor (EC 2.7.10.1),Ntrk3,Mus musculus (Mouse),839
Ntrk3,A0A0A6YWL7,A0A0A6YWL7_MOUSE,unreviewed,Tyrosine-protein kinase receptor (EC 2.7.10.1),Ntrk3,Mus musculus (Mouse),864
Ntrk3,A0A0U1RNS2,A0A0U1RNS2_MOUSE,unreviewed,NT-3 growth factor receptor (Fragment),Ntrk3,Mus musculus (Mouse),61
Ntrk3,A0A0U1RNS9,A0A0U1RNS9_MOUSE,unreviewed,NT-3 growth factor receptor (Fragment),Ntrk3,Mus musculus (Mouse),38
Ntrk3,A0A0U1RP04,A0A0U1RP04_MOUSE,unreviewed,NT-3 growth factor receptor (Fragment),Ntrk3,Mus musculus (Mouse),12
Ntrk3,A0A0U1RPF1,A0A0U1RPF1_MOUSE,unreviewed,NT-3 growth factor receptor (Fragment),Ntrk3,Mus musculus (Mouse),82
Ntrk3,A0A0U1RPZ9,A0A0U1RPZ9_MOUSE,unreviewed,NT-3 growth factor receptor (Fragment),Ntrk3,Mus musculus (Mouse),86
Ntrk3,A9X3Y4,A9X3Y4_MOUSE,unreviewed,Tyrosine kinase receptor isoform C (Fragment),Ntrk3,Mus musculus (Mouse),61
Ntrk3,A9X3Y5,A9X3Y5_MOUSE,unreviewed,Tyrosine kinase receptor isoform C (Fragment),Ntrk3,Mus musculus (Mouse),16
Ntrk3,F5BYH5,F5BYH5_MOUSE,unreviewed,Neurotrophin-3 (Fragment),Ntrk3 Ntrk3_tv3,Mus musculus (Mouse),110
Ntrk3,Q3TNY3,Q3TNY3_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Ntrk3,Mus musculus (Mouse),84
Ntrk3,Q3TP58,Q3TP58_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Ntrk3,Mus musculus (Mouse),87
Ntrk3,Q3TRX1,Q3TRX1_MOUSE,unreviewed,Pkinase_Tyr domain-containing protein (Fragment),Ntrk3,Mus musculus (Mouse),60
Ntrk3,Q6VNS1,NTRK3_MOUSE,reviewed,NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase),Ntrk3 TrkC,Mus musculus (Mouse),825
Nuak1,F6XZX4,F6XZX4_MOUSE,unreviewed,NUAK family SNF1-like kinase 1 (Fragment),Nuak1,Mus musculus (Mouse),160
Nuak1,Q641K5,NUAK1_MOUSE,reviewed,NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (Omphalocele kinase 1),Nuak1 Kiaa0537 Omphk1,Mus musculus (Mouse),658
Nuak2,Q8BZN4,NUAK2_MOUSE,reviewed,NUAK family SNF1-like kinase 2 (EC 2.7.11.1) (Omphalocele kinase 2),Nuak2 Omphk2,Mus musculus (Mouse),639
Obscn,A0A1W2P6H1,A0A1W2P6H1_MOUSE,unreviewed,Obscurin,Obscn,Mus musculus (Mouse),6661
Obscn,A0A571BEB2,A0A571BEB2_MOUSE,unreviewed,Obscurin (Fragment),Obscn,Mus musculus (Mouse),296
Obscn,A2AAJ9,OBSCN_MOUSE,reviewed,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),Obscn Gm878,Mus musculus (Mouse),8886
Obscn,E9QQ96,E9QQ96_MOUSE,unreviewed,Obscurin,Obscn,Mus musculus (Mouse),7496
Obscn,F6TJX7,F6TJX7_MOUSE,unreviewed,Obscurin (Fragment),Obscn,Mus musculus (Mouse),923
Obscn,F7DCJ0,F7DCJ0_MOUSE,unreviewed,Obscurin (Fragment),Obscn,Mus musculus (Mouse),221
Obscn,H7BX05,H7BX05_MOUSE,unreviewed,Obscurin,Obscn,Mus musculus (Mouse),8032
Obscn,J9JIB2,J9JIB2_MOUSE,unreviewed,Obscurin (Fragment),Obscn,Mus musculus (Mouse),849
Obscn,Q80UP9,Q80UP9_MOUSE,unreviewed,Obscn protein (Fragment),Obscn BC046431,Mus musculus (Mouse),341
Obscn,Z4YJE4,Z4YJE4_MOUSE,unreviewed,Obscurin,Obscn,Mus musculus (Mouse),7176
Oxsr1,D6RFV0,D6RFV0_MOUSE,unreviewed,Serine/threonine-protein kinase OSR1,Oxsr1,Mus musculus (Mouse),113
Oxsr1,F7AVI9,F7AVI9_MOUSE,unreviewed,Serine/threonine-protein kinase OSR1 (Fragment),Oxsr1,Mus musculus (Mouse),139
Oxsr1,Q6P9R2,OXSR1_MOUSE,reviewed,Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein),Oxsr1 Osr1,Mus musculus (Mouse),527
Oxsr1,Q8VDZ9,Q8VDZ9_MOUSE,unreviewed,Osr1 protein (Fragment),Oxsr1 Osr1,Mus musculus (Mouse),25
Pak1,A0A0U1RQ87,A0A0U1RQ87_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 1 (Fragment),Pak1,Mus musculus (Mouse),118
Pak1,G5E884,G5E884_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Pak1,Mus musculus (Mouse),544
Pak1,O88643,PAK1_MOUSE,reviewed,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (CDC42/RAC effector kinase PAK-A) (p21-activated kinase 1) (PAK-1) (p65-PAK),Pak1 Paka,Mus musculus (Mouse),545
Pak1,S4R2K7,S4R2K7_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 1,Pak1,Mus musculus (Mouse),178
Pak2,Q5DTJ2,Q5DTJ2_MOUSE,unreviewed,MKIAA4182 protein (Fragment),Pak2 mKIAA4182,Mus musculus (Mouse),225
Pak2,Q811J8,Q811J8_MOUSE,unreviewed,Pak2 protein (Fragment),Pak2,Mus musculus (Mouse),192
Pak2,Q8BGF1,Q8BGF1_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pak2,Mus musculus (Mouse),80
Pak2,Q8BVX1,Q8BVX1_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Pak2,Mus musculus (Mouse),108
Pak2,Q8CIN4,PAK2_MOUSE,reviewed,Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (p21-activated kinase 2) (PAK-2) [Cleaved into: PAK-2p27; PAK-2p34],Pak2,Mus musculus (Mouse),524
Pak2,Q8K0Z3,Q8K0Z3_MOUSE,unreviewed,Pak2 protein (Fragment),Pak2,Mus musculus (Mouse),146
Pak3,A3KGC2,A3KGC2_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 3 (Fragment),Pak3,Mus musculus (Mouse),23
Pak3,A3KGC3,A3KGC3_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 3 (Fragment),Pak3,Mus musculus (Mouse),155
Pak3,A3KGC4,A3KGC4_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 3 (Fragment),Pak3,Mus musculus (Mouse),195
Pak3,A3KGC5,A3KGC5_MOUSE,unreviewed,Serine/threonine-protein kinase PAK 3 (Fragment),Pak3,Mus musculus (Mouse),366
Pak3,B1GX80,B1GX80_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Pak3,Mus musculus (Mouse),565
Pak3,B1GX81,B1GX81_MOUSE,unreviewed,PAK3cb protein,Pak3,Mus musculus (Mouse),580
Pak4,Q8BTW9,PAK4_MOUSE,reviewed,Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4),Pak4 Kiaa1142,Mus musculus (Mouse),593
Pak4,Q8K0U2,Q8K0U2_MOUSE,unreviewed,Pak4 protein (Fragment),Pak4,Mus musculus (Mouse),407
Pak6,B2RWY1,B2RWY1_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Pak6,Mus musculus (Mouse),682
Pak6,Q3ULB5,PAK6_MOUSE,reviewed,Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (p21-activated kinase 6) (PAK-6),Pak6,Mus musculus (Mouse),682
Pak7,Q3V2Z3,Q3V2Z3_MOUSE,unreviewed,Uncharacterized protein,Pak7,Mus musculus (Mouse),52
Pak7,Q3V442,Q3V442_MOUSE,unreviewed,Uncharacterized protein,Pak7,Mus musculus (Mouse),52
Pak7,Q4KL59,Q4KL59_MOUSE,unreviewed,Pak7 protein,Pak7,Mus musculus (Mouse),338
Pak7,Q8BVB0,Q8BVB0_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Pak7,Mus musculus (Mouse),719
Pak7,Q8C015,PAK5_MOUSE,reviewed,Serine/threonine-protein kinase PAK 5 (EC 2.7.11.1) (p21-activated kinase 5) (PAK-5) (p21-activated kinase 7) (PAK-7),Pak5 Pak7,Mus musculus (Mouse),719
Pan3,A0A0J9YV55,A0A0J9YV55_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),156
Pan3,H3BJ17,H3BJ17_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),210
Pan3,H3BJA8,H3BJA8_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),205
Pan3,H3BJH6,H3BJH6_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),688
Pan3,H3BKF3,H3BKF3_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3),Pan3 PAN3,Mus musculus (Mouse),887
Pan3,H3BKQ1,H3BKQ1_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),105
Pan3,H3BL68,H3BL68_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),183
Pan3,H3BLB9,H3BLB9_MOUSE,unreviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (Fragment),Pan3,Mus musculus (Mouse),458
Pan3,Q5U221,Q5U221_MOUSE,unreviewed,Pan3 protein,Pan3,Mus musculus (Mouse),408
Pan3,Q640Q5,PAN3_MOUSE,reviewed,PAN2-PAN3 deadenylation complex subunit Pan3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3),Pan3,Mus musculus (Mouse),837
Pask,B9EKC1,B9EKC1_MOUSE,unreviewed,PAS domain containing serine/threonine kinase,Pask,Mus musculus (Mouse),1383
Pask,D3YUI8,D3YUI8_MOUSE,unreviewed,PAS domain-containing serine/threonine-protein kinase (Fragment),Pask,Mus musculus (Mouse),27
Pask,Q8CEE6,PASK_MOUSE,reviewed,PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (EC 2.7.11.1),Pask Kiaa0135,Mus musculus (Mouse),1383
Pbk,D3YVF2,D3YVF2_MOUSE,unreviewed,Lymphokine-activated killer T-cell-originated protein kinase (Fragment),Pbk,Mus musculus (Mouse),120
Pbk,Q9JJ78,TOPK_MOUSE,reviewed,Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (PDZ-binding kinase) (T-LAK cell-originated protein kinase),Pbk Topk,Mus musculus (Mouse),330
Pck2,A0A0R4J0G0,A0A0R4J0G0_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Pck2,Mus musculus (Mouse),667
Pck2,A0A2I3BQ75,A0A2I3BQ75_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (Fragment)",Pck2,Mus musculus (Mouse),108
Pck2,A0A2I3BQC6,A0A2I3BQC6_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (Fragment)",Pck2,Mus musculus (Mouse),160
Pck2,A0A2I3BQL9,A0A2I3BQL9_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (Fragment)",Pck2,Mus musculus (Mouse),599
Pck2,A0A2I3BRX1,A0A2I3BRX1_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (Fragment)",Pck2,Mus musculus (Mouse),489
Pck2,A0A2I3BS39,A0A2I3BS39_MOUSE,unreviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Pck2,Mus musculus (Mouse),609
Pck2,A0PJG3,A0PJG3_MOUSE,unreviewed,Pck2 protein (Fragment),Pck2,Mus musculus (Mouse),282
Pck2,Q3TDE6,Q3TDE6_MOUSE,unreviewed,Uncharacterized protein,Pck2,Mus musculus (Mouse),640
Pck2,Q3UGF0,Q3UGF0_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pck2,Mus musculus (Mouse),633
Pck2,Q3UQD8,Q3UQD8_MOUSE,unreviewed,PEPCK_GTP domain-containing protein (Fragment),Pck2,Mus musculus (Mouse),297
Pck2,Q8BH04,PCKGM_MOUSE,reviewed,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)",Pck2,Mus musculus (Mouse),640
Pck2,Q8R3X7,Q8R3X7_MOUSE,unreviewed,Pck2 protein (Fragment),Pck2,Mus musculus (Mouse),535
Pdgfra,A0A0J9YUD9,A0A0J9YUD9_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),139
Pdgfra,A0A0J9YV49,A0A0J9YV49_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),88
Pdgfra,A0A0J9YV87,A0A0J9YV87_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha,Pdgfra,Mus musculus (Mouse),481
Pdgfra,A0A0J9YVF3,A0A0J9YVF3_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),243
Pdgfra,A0A387L9Y7,A0A387L9Y7_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),93
Pdgfra,A0A387LAL0,A0A387LAL0_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),19
Pdgfra,P26618,PGFRA_MOUSE,reviewed,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (Platelet-derived growth factor alpha receptor) (CD antigen CD140a),Pdgfra,Mus musculus (Mouse),1089
Pdgfra,Q06BS2,Q06BS2_MOUSE,unreviewed,Platelet-derived growth factor receptor alpha (Fragment),Pdgfra,Mus musculus (Mouse),155
Pdgfra,Q3UTU2,Q3UTU2_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pdgfra,Mus musculus (Mouse),495
Pdgfra,Q8CGH8,Q8CGH8_MOUSE,unreviewed,Pdgfra protein (Fragment),Pdgfra,Mus musculus (Mouse),486
Pdgfrb,E9QN12,E9QN12_MOUSE,unreviewed,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor),Pdgfrb,Mus musculus (Mouse),1103
Pdgfrb,P05622,PGFRB_MOUSE,reviewed,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),Pdgfrb Pdgfr Pdgfr1,Mus musculus (Mouse),1098
Pdgfrb,Q003I5,Q003I5_MOUSE,unreviewed,Platelet-derived growth factor receptor beta variant 1,Pdgfrb,Mus musculus (Mouse),755
Pdgfrb,Q3TZ27,Q3TZ27_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pdgfrb,Mus musculus (Mouse),717
Pdgfrb,Q3UYC9,Q3UYC9_MOUSE,unreviewed,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor),Pdgfrb,Mus musculus (Mouse),1103
Pdgfrb,Q7TMR8,Q7TMR8_MOUSE,unreviewed,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor),Pdgfrb,Mus musculus (Mouse),1099
Pdik1l,A2A9L3,A2A9L3_MOUSE,unreviewed,Serine/threonine-protein kinase PDIK1L,Pdik1l,Mus musculus (Mouse),417
Pdik1l,F6VDY0,F6VDY0_MOUSE,unreviewed,Serine/threonine-protein kinase PDIK1L (Fragment),Pdik1l,Mus musculus (Mouse),191
Pdik1l,F6YU83,F6YU83_MOUSE,unreviewed,Serine/threonine-protein kinase PDIK1L (Fragment),Pdik1l,Mus musculus (Mouse),155
Pdik1l,Q3TS08,Q3TS08_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Pdik1l,Mus musculus (Mouse),155
Pdik1l,Q8QZR7,PDK1L_MOUSE,reviewed,Serine/threonine-protein kinase PDIK1L (EC 2.7.11.1) (PDLIM1-interacting kinase 1-like),Pdik1l,Mus musculus (Mouse),341
Pdk1,Q8BFP4,Q8BFP4_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-) (Fragment),Pdk1,Mus musculus (Mouse),115
Pdk1,Q8BFP9,PDK1_MOUSE,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)",Pdk1,Mus musculus (Mouse),434
Pdk1,Q8R2U8,Q8R2U8_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-),Pdk1,Mus musculus (Mouse),432
Pdk2,Q9JK42,PDK2_MOUSE,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2)",Pdk2,Mus musculus (Mouse),407
Pdk3,Q3V250,Q3V250_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-),Pdk3,Mus musculus (Mouse),415
Pdk3,Q4FJR4,Q4FJR4_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-),Pdk3,Mus musculus (Mouse),415
Pdk3,Q922H2,PDK3_MOUSE,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)",Pdk3,Mus musculus (Mouse),415
Pdk4,A0A0N4SW53,A0A0N4SW53_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-) (Fragment),Pdk4,Mus musculus (Mouse),109
